pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,sy_dist,st_teff,st_mass,st_rad,DBSCAN_Cluster,Cluster_Name,LOF_Score,LOF_Label,Potential_Outlier,Outlier_Status
Wolf 327 b,Wolf 327,Transit,2024,0.5734745,1.24,0.11062558,2.53,0.00796027,996.0,28.5321,3542.0,0.405,0.406,1,Cluster 1,1.1485532360849018,1,False,Normal
Kepler-62 f,Kepler-62,Transit,2013,267.291,1.41,0.126,35.0,0.11,208.0,300.874,4925.0,0.69,0.64,1,Cluster 1,1.486495648810636,1,False,Normal
WASP-53 c,WASP-53,Radial Velocity,2017,2840.0,,,5196.5205,16.35,110.47,201.338,4953.0,0.839,0.798,1,Cluster 1,1.475634285478851,1,False,Normal
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,Microlensing,2024,,12.1,1.08,6356.56814,20.0,,7130.0,,0.11,,0,Cluster 0,1.1587094229860995,1,False,Normal
TOI-5789 c,TOI-5789,Transit,2026,12.927748,2.86,0.25515255,5.0,0.01573176,718.0,20.4581,5185.0,0.821,0.833,1,Cluster 1,1.06530191933194,1,False,Normal
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,Microlensing,2022,,12.2,1.08,5720.911326,18.0,,2700.0,,0.9,,0,Cluster 0,1.0850329718211444,1,False,Normal
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,Microlensing,2024,,13.6,1.21,120.77479466,0.38,,5910.0,,0.55,,0,Cluster 0,0.9914767012791306,1,False,Normal
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,Microlensing,2024,,12.8,1.14,1875.1876013,5.9,,7690.0,,0.63,,0,Cluster 0,1.144981137967956,1,False,Normal
HATS-44 b,HATS-44,Transit,2018,2.7439004,11.960003,1.067,177.9848,0.56,1161.0,446.035,5080.0,0.86,0.847,0,Cluster 0,0.9883873689659579,1,False,Normal
HD 160691 b,HD 160691,Radial Velocity,2000,645.0,,,1366.6621501,4.3,262.13,15.5981,5773.0,1.13,1.33,6,Cluster 6,2.9251830773439087,-1,True,Potential Outlier
Kepler-132 b,Kepler-132,Transit,2014,6.178196,1.21,0.108,1.92,0.00606,1082.0,349.549,6003.0,0.929,1.178,1,Cluster 1,1.286677372638156,1,False,Normal
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,Microlensing,2022,,6.56,0.585,34.96112477,0.11,,5120.0,,0.27,,5,Cluster 5,1.0696977471503448,1,False,Normal
Kepler-49 b,Kepler-49,Transit,2012,7.2,2.579,0.23008337,9.77,0.03073986,509.0,311.222,4095.6,0.607,0.618,1,Cluster 1,1.042381727004043,1,False,Normal
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,Microlensing,2020,,13.0,1.16,1250.0,3.93,,6440.0,,0.5,,0,Cluster 0,1.038562932514844,1,False,Normal
Kepler-218 c,Kepler-218,Transit,2014,44.699576,3.14,0.28,10.0,0.0315,500.0,656.38,5502.0,1.019,1.063,1,Cluster 1,1.19780348623351,1,False,Normal
GJ 328 c,GJ 328,Radial Velocity,2023,241.8,4.91,0.438,21.4,0.06733193,184.01,20.5266,3897.0,0.65,0.63,1,Cluster 1,1.5192696181684446,-1,True,Potential Outlier
K2-212 b,K2-212,Transit,2018,9.795647,2.65,0.23641757,7.51,0.0236,542.0,109.218,4349.0,0.622,0.678,1,Cluster 1,0.9967691702859834,1,False,Normal
Kepler-138 d,Kepler-138,Transit,2014,23.0923,1.51,0.13471341,2.1,0.00660734,345.0,66.8624,3841.0,0.535,0.535,1,Cluster 1,1.0625865327093356,1,False,Normal
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,Microlensing,2026,,13.2,1.18,114.41822652,0.36,,5300.0,,0.79,,0,Cluster 0,1.030086489879983,1,False,Normal
Qatar-8 b,Qatar-8,Transit,2019,3.71495,14.403565,1.285,117.91493,0.371,1457.0,281.498,5738.0,1.029,1.315,0,Cluster 0,0.9790983445934203,1,False,Normal
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,Microlensing,2023,,11.9,1.06,9217.023803,29.0,,6890.0,,0.29,,0,Cluster 0,1.0993283012119197,1,False,Normal
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,Microlensing,2024,,13.8,1.23,301.93698665,0.95,,3580.0,,0.73,,0,Cluster 0,1.0122460483365208,1,False,Normal
Kepler-74 b,Kepler-74,Transit,2013,7.340711,10.76,0.96,200.22,0.63,1078.0,1177.55,6000.0,1.18,1.12,0,Cluster 0,1.0518158671547773,1,False,Normal
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,Microlensing,2018,,2.95,0.263,9.0,0.028,,5800.0,,0.2,,5,Cluster 5,0.9670979679891964,1,False,Normal
PSR B0329+54 b,PSR B0329+54,Pulsar Timing,2017,10140.0,1.22,0.109,1.97,0.00619828,,504.93312058,,1.44,,1,Cluster 1,1.6548340219173643,-1,True,Potential Outlier
K2-140 b,K2-140,Transit,2017,6.569188,13.56286665,1.21,295.58041851,0.93,962.0,347.917,5585.0,0.96,1.06,0,Cluster 0,1.0566281920421168,1,False,Normal
HD 184010 c,HD 184010,Radial Velocity,2022,484.3,11.8,1.06,95.3485221,0.3,457.53,60.7993,4971.0,1.35,4.86,3,Cluster 3,1.1500509947689754,1,False,Normal
EPIC 201595106 b,EPIC 201595106,Transit,2021,0.87724,1.565,0.13962019,7.67,0.02413252,2038.0,232.1,5679.0,0.958,0.98,1,Cluster 1,1.051780579889932,1,False,Normal
TOI-1203 e,TOI-1203,Radial Velocity,2025,204.59,7.31,0.653,42.1,0.13246141,,64.9943,5737.0,0.886,1.179,1,Cluster 1,1.070813264311916,1,False,Normal
Kepler-1503 b,Kepler-1503,Transit,2016,96.16987,2.27,0.20251584,5.77,0.0182,321.0,1225.57,5069.0,0.77,0.74,1,Cluster 1,0.9698657555152469,1,False,Normal
Kepler-1781 b,Kepler-1781,Transit,2021,4.88752985,2.38091029,0.21241095,6.26,0.0197,1003.0,962.63,5568.0,1.053,0.957,1,Cluster 1,1.1594286013053903,1,False,Normal
Kepler-57 c,Kepler-57,Transit,2012,11.6,2.196,0.19591434,6.86,0.02158397,671.0,644.14,5187.9,0.859,0.826,1,Cluster 1,1.171009353836825,1,False,Normal
Kepler-1124 b,Kepler-1124,Transit,2016,2.852348975,1.28,0.11419395,2.18,0.00687,621.0,289.899,3658.0,0.35,0.34,1,Cluster 1,1.0237636076358307,1,False,Normal
Kepler-1581 b,Kepler-1581,Transit,2016,6.28385491,0.8,0.07137122,0.437,0.00137,1108.0,493.175,6022.0,1.12,1.23,1,Cluster 1,1.0631212455690593,1,False,Normal
Kepler-464 b,Kepler-464,Transit,2016,7.256965224,3.3,0.29440628,10.9,0.0343,1163.0,667.604,5933.0,1.21,1.59,1,Cluster 1,1.091029133809441,1,False,Normal
Kepler-1580 b,Kepler-1580,Transit,2016,56.6449279,2.11,0.18824159,5.1,0.016,733.0,1002.02,6228.0,1.47,2.15,1,Cluster 1,1.2779804233102554,1,False,Normal
Kepler-198 d,Kepler-198,Transit,2016,1.31184443,1.53,0.13649746,2.96,0.0093,1562.0,495.358,5636.0,0.97,0.93,1,Cluster 1,0.9928355841558135,1,False,Normal
TOI-1422 b,TOI-1422,Transit,2022,12.99894,3.83,0.3416903,9.5,0.02989034,870.0,155.141,5840.0,0.9903,1.019,1,Cluster 1,1.1573963729157417,1,False,Normal
HD 73267 c,HD 73267,Radial Velocity,2022,17071.78045,12.8,1.15,1630.77755632,5.131,69.53,50.4093,5387.0,0.93,0.909,0,Cluster 0,0.9971978815248722,1,False,Normal
Kepler-580 b,Kepler-580,Transit,2016,8.222419656,2.57,0.22928004,7.13,0.0224,558.0,323.899,4298.0,0.67,0.64,1,Cluster 1,0.9764364473893308,1,False,Normal
KOI-12 b,KOI-12,Transit,2015,17.855182,13.78707,1.23,349.613,1.1,911.0,399.398,6635.0,1.5,1.4,0,Cluster 0,1.2040218270856513,1,False,Normal
Kepler-637 b,Kepler-637,Transit,2016,23.20584623,4.75,0.42376662,20.2,0.0636,1002.0,786.091,6096.0,1.64,2.56,1,Cluster 1,1.3845319455228313,1,False,Normal
HD 29985 b,HD 29985,Radial Velocity,2022,20608.14049,12.8,1.14,1739.47487151,5.473,46.73,31.2707,4678.0,0.75,0.574666,0,Cluster 0,1.128774348215605,1,False,Normal
HD 165155 b,HD 165155,Radial Velocity,2016,434.5,13.2,1.18,918.5287,2.89,239.9,63.3574,5426.0,1.02,0.95,0,Cluster 0,1.0063307064440736,1,False,Normal
HD 22946 d,HD 22946,Transit,2023,47.42489,2.607,0.23258136,26.57,0.08359857,546.0,62.7792,6169.0,1.098,1.117,1,Cluster 1,1.6591188964950851,-1,True,Potential Outlier
Kepler-1697 b,Kepler-1697,Transit,2020,33.4969,1.25954761,0.11236931,2.12,0.00668,630.0,247.771,4681.53,0.747,0.772344,1,Cluster 1,1.0570585942137651,1,False,Normal
Kepler-674 b,Kepler-674,Transit,2016,2.243381847,1.69,0.1507717,3.5,0.011,822.0,342.254,4192.0,0.6,0.57,1,Cluster 1,0.9900186056644149,1,False,Normal
Kepler-873 b,Kepler-873,Transit,2016,20.5533844,3.75,0.33455259,13.5,0.0426,749.0,1182.22,6163.0,1.18,1.27,1,Cluster 1,1.0644533161446557,1,False,Normal
Kepler-783 b,Kepler-783,Transit,2016,4.29264638,0.78,0.06958694,0.399,0.00126,991.0,516.09,5521.0,0.93,0.89,1,Cluster 1,1.0019164526460185,1,False,Normal
HD 31527 c,HD 31527,Radial Velocity,2019,51.2053,3.85,0.343,14.16,0.0445,571.07,38.4473,5898.0,0.96,1.073694,1,Cluster 1,1.1482413444045956,1,False,Normal
Kepler-1955 b,Kepler-1955,Transit,2021,14.26519966,1.16654878,0.10407269,1.69,0.00531,853.0,449.351,5825.0,1.049,1.291,1,Cluster 1,1.0897748096004878,1,False,Normal
Kepler-1684 b,Kepler-1684,Transit,2020,47.7055,2.87084792,0.2561199,8.6,0.0271,347.0,621.996,4706.54,0.75,0.666755,1,Cluster 1,1.006538301652593,1,False,Normal
Kepler-322 c,Kepler-322,Transit,2014,4.337234,1.67,0.149,3.43,0.0108,996.0,400.48,5388.0,0.908,0.89,1,Cluster 1,0.9840732888716464,1,False,Normal
Qatar-5 b,Qatar-5,Transit,2017,2.8792319,12.408363,1.107,1373.0256,4.32,1415.0,367.658,5747.0,1.128,1.076,0,Cluster 0,1.1100088452223316,1,False,Normal
Kepler-399 c,Kepler-399,Transit,2014,26.67569,1.43,0.128,2.63,0.00829,630.0,740.537,5502.0,0.902,0.68,1,Cluster 1,1.0774602713689796,1,False,Normal
DMPP-2 c,DMPP-2,Radial Velocity,2026,3.168,8.26,0.737,51.79,0.16294956,1910.88,137.94,6500.0,1.41,1.78,0,Cluster 0,1.5579313858635482,-1,True,Potential Outlier
Kepler-682 b,Kepler-682,Transit,2016,12.611906672,7.37,0.65750736,42.6,0.134,753.0,1979.25,5559.0,0.92,0.89,1,Cluster 1,0.9989808589633636,1,False,Normal
TOI-220 b,TOI-220,Transit,2021,10.695264,3.03,0.27031896,13.8,0.04341966,805.0,90.7402,5298.0,0.825,0.858,1,Cluster 1,1.0772375345987697,1,False,Normal
TOI-5624 f,TOI-5624,Transit Timing Variations,2026,45.37,3.66,0.327,13.0,0.04090257,478.5,101.913,5327.0,0.858,0.82,1,Cluster 1,1.1157559746617653,1,False,Normal
Kepler-242 b,Kepler-242,Transit,2014,8.20395,2.61,0.233,7.32,0.023,742.0,600.241,5020.0,0.748,0.85,1,Cluster 1,1.0832569772447798,1,False,Normal
Kepler-258 b,Kepler-258,Transit,2014,13.19722,4.06,0.362,15.5,0.0488,642.0,575.988,4942.0,0.82,0.915,1,Cluster 1,1.2118410446366723,1,False,Normal
TOI-4898 b,TOI-4898,Transit,2026,2.76520470167,3.7197954,0.33185849,13.4,0.042,667.0,98.5958,4201.57,0.619077,0.639344,1,Cluster 1,1.229709435261946,1,False,Normal
Kepler-1292 b,Kepler-1292,Transit,2016,3.27646405,1.82,0.16236952,3.97,0.0125,1195.0,1493.43,5556.0,0.95,0.93,1,Cluster 1,1.0071999633562887,1,False,Normal
HD 128717 b,HD 128717,Astrometry,2025,3420.0,12.1,1.08,6293.0024586,19.8,151.9,73.636,6210.0,1.212,1.248,0,Cluster 0,1.0420433724736484,1,False,Normal
Kepler-1058 b,Kepler-1058,Transit,2016,110.96546,2.72,0.24266215,7.85,0.0247,239.0,491.997,4644.0,0.73,0.69,1,Cluster 1,1.0614315222020372,1,False,Normal
Kepler-160 b,Kepler-160,Transit,2014,4.309397,1.715,0.15300205,3.59,0.0113,1134.0,937.013,5471.0,1.003,1.118,1,Cluster 1,1.1103653509698732,1,False,Normal
Kepler-1365 b,Kepler-1365,Transit,2016,7.69993485,0.92,0.0820769,0.721,0.00227,969.0,840.128,5770.0,1.0,1.05,1,Cluster 1,1.000336044697486,1,False,Normal
Kepler-346 c,Kepler-346,Transit,2014,23.851549,3.07,0.274,9.64,0.0303,654.0,984.105,6033.0,0.943,1.021,1,Cluster 1,1.2146975327826173,1,False,Normal
Kepler-1489 b,Kepler-1489,Transit,2016,82.294751,1.77,0.15790882,3.78,0.0119,400.0,1283.05,5655.0,0.93,0.9,1,Cluster 1,1.1060041794695696,1,False,Normal
Kepler-1126 b,Kepler-1126,Transit,2016,108.593329,1.73,0.15434026,3.64,0.0115,374.0,635.736,5798.0,0.92,0.93,1,Cluster 1,1.1292664103155663,1,False,Normal
Kepler-1914 b,Kepler-1914,Transit,2021,30.82789993,2.9429803,0.26255557,8.97,0.0282,585.0,1621.56,5982.0,1.047,0.96,1,Cluster 1,1.0043517598865759,1,False,Normal
HATS-43 b,HATS-43,Transit,2018,4.3888497,13.22662,1.18,82.95363,0.261,1003.0,362.273,5099.0,0.837,0.812,0,Cluster 0,1.0570054799371271,1,False,Normal
Kepler-685 b,Kepler-685,Transit,2016,1.6255222,10.58,0.94388438,78.8,0.248,1579.0,938.715,5963.0,1.11,1.16,0,Cluster 0,1.0646329874839733,1,False,Normal
Kepler-1303 b,Kepler-1303,Transit,2016,7.56127224,1.42,0.12668391,2.6,0.00819,891.0,897.783,5771.0,1.01,1.0,1,Cluster 1,1.0061407385209447,1,False,Normal
Kepler-1016 b,Kepler-1016,Transit,2016,1.954524342,2.18,0.19448657,5.39,0.017,1540.0,1402.82,5821.0,0.99,1.0,1,Cluster 1,1.000149239858675,1,False,Normal
HIP 54373 c,HIP 54373,Radial Velocity,2019,15.144,3.57,0.318,12.44,0.03914042,463.2,18.7168,4021.0,0.57,0.564998,1,Cluster 1,1.1731099785143992,1,False,Normal
L 363-38 b,L 363-38,Radial Velocity,2023,8.781,2.0,0.179,4.67,0.01469346,330.0,10.2295,3129.0,0.21,0.274,1,Cluster 1,0.9998141028358958,1,False,Normal
Kepler-417 c,Kepler-417,Transit Timing Variations,2014,15.943,2.69,0.23998573,7.7,0.0242,616.0,973.989,5177.0,0.9,0.806,1,Cluster 1,1.1308822630264,1,False,Normal
K2-396 c,K2-396,Transit,2022,25.76051,3.124,0.27870509,9.93,0.0312,,274.864,5236.0,0.954,0.92,1,Cluster 1,1.1643671487051472,1,False,Normal
Kepler-1992 b,Kepler-1992,Transit,2023,15.6112238,0.91,0.0811849,0.693,0.00218,637.0,532.955,5383.0,0.874,0.842,1,Cluster 1,1.1407854906298138,1,False,Normal
Kepler-134 b,Kepler-134,Transit,2014,5.317429,2.0,0.178,4.66,0.0147,1105.0,334.797,5983.0,0.956,1.176,1,Cluster 1,1.092022476896128,1,False,Normal
Kepler-559 b,Kepler-559,Transit,2016,17.58752333,3.61,0.32206263,12.7,0.0399,706.0,776.708,5630.0,0.96,0.95,1,Cluster 1,1.027055738047965,1,False,Normal
WASP-34 b,WASP-34,Transit,2010,4.31768,11.209,1.0,177.9848,0.56,1250.0,132.096,5700.0,0.96,0.91,0,Cluster 0,1.0077700802042382,1,False,Normal
Kepler-1426 b,Kepler-1426,Transit,2016,14.2563227,1.56,0.13917388,3.05,0.00961,797.0,1697.81,5831.0,1.02,1.02,1,Cluster 1,1.0051135675888108,1,False,Normal
Kepler-156 b,Kepler-156,Transit,2014,4.973456,2.3,0.205,5.9,0.0186,867.0,443.483,5094.0,0.864,0.807,1,Cluster 1,1.0157648387474898,1,False,Normal
HATS-64 b,HATS-64,Transit,2018,4.908897,18.819911,1.679,305.1168,0.96,1793.0,1080.15,6554.0,1.564,2.113,0,Cluster 0,1.0888859367168666,1,False,Normal
Kepler-610 b,Kepler-610,Transit,2016,6.996926554,4.19,0.37380676,16.3,0.0514,888.0,845.824,5943.0,1.1,1.13,1,Cluster 1,1.1026678085980162,1,False,Normal
Kepler-524 c,Kepler-524,Transit,2016,1.88897906,0.96,0.08564546,0.84,0.00264,1574.0,1058.24,6014.0,1.09,1.1,1,Cluster 1,1.008605005714323,1,False,Normal
Kepler-398 c,Kepler-398,Transit,2014,11.419412,1.01,0.09,1.01,0.00317,536.0,177.355,4493.0,0.649,0.613,1,Cluster 1,1.0578134714729202,1,False,Normal
Kepler-1916 b,Kepler-1916,Transit,2021,31.25429916,2.61757235,0.23352457,7.35,0.0231,635.0,2055.82,6246.0,1.18,1.092,1,Cluster 1,0.9885675031184332,1,False,Normal
TIC 320419023 b,TIC 320419023,Transit,2026,5.26375651589,2.77280763,0.24737375,8.11,0.0255,,288.893,5703.36,1.056,0.952319,1,Cluster 1,1.0083666495427335,1,False,Normal
HD 108236 f,HD 108236,Transit,2021,29.54115,2.017,0.17994469,4.72,0.0149,609.59,64.5978,5660.0,0.869,0.877,1,Cluster 1,1.0812981300155724,1,False,Normal
Kepler-1617 b,Kepler-1617,Transit,2016,27.4785572,1.2,0.10705683,1.87,0.00588,736.0,898.31,6167.0,1.15,1.22,1,Cluster 1,1.0624167391840844,1,False,Normal
HD 206893 c,HD 206893,Imaging,2022,2290.0,16.36511182,1.46,3527.8953177,11.1,1181.9,40.7583,6500.0,1.31,1.31116,0,Cluster 0,1.141862425976046,1,False,Normal
TOI-4527.01,TOI-4527,Transit,2024,0.3994445,0.9086617,0.08097753,0.689,0.00217,1362.93,18.1037,3702.0,0.483901,0.485948,1,Cluster 1,1.3231334508915842,1,False,Normal
K2-255 b,K2-255,Transit,2018,1.96417,2.9,0.25872067,8.75,0.0275,1034.0,191.608,4676.0,0.71,0.69,1,Cluster 1,1.1258002813003658,1,False,Normal
Kepler-1678 b,Kepler-1678,Transit,2020,147.974,3.30422249,0.29478299,10.9,0.0344,329.0,847.339,5754.0,1.03,0.834976,1,Cluster 1,1.0557929887812156,1,False,Normal
HD 224018 b,HD 224018,Radial Velocity,2025,10.6413,0.91,0.0811849,4.1,0.01290004,968.0,105.48,5784.0,1.013,1.147,1,Cluster 1,1.9101790183240237,-1,True,Potential Outlier
Kepler-1334 b,Kepler-1334,Transit,2016,15.64591713,2.29,0.20430012,5.86,0.0184,710.0,1223.04,5614.0,0.94,0.91,1,Cluster 1,0.9820102461853205,1,False,Normal
Kepler-480 b,Kepler-480,Transit,2016,4.919583795,2.78,0.24801499,8.15,0.0256,1312.0,847.508,6322.0,1.25,1.34,1,Cluster 1,1.0552522057785256,1,False,Normal
Kepler-1382 b,Kepler-1382,Transit,2016,16.3583055,1.88,0.16772237,4.19,0.0132,959.0,738.261,6161.0,1.36,1.72,1,Cluster 1,1.1901551816753668,1,False,Normal
TOI-2068 b,TOI-2068,Transit,2024,7.768915,1.821,0.16245902,3.97,0.0125,520.62,52.9328,3710.0,0.559,0.535,1,Cluster 1,0.9829508985253093,1,False,Normal
Kepler-1030 b,Kepler-1030,Transit,2016,19.32952416,2.48,0.22125078,6.71,0.0211,529.0,758.702,4983.0,0.8,0.76,1,Cluster 1,0.9782446831552167,1,False,Normal
HD 153950 b,HD 153950,Radial Velocity,2008,499.39999,13.2,1.17,937.5985,2.95,295.3,48.4549,6124.0,1.25,1.28,0,Cluster 0,0.9856389566061683,1,False,Normal
HAT-P-52 b,HAT-P-52,Transit,2015,2.7535953,11.309881,1.009,259.98494,0.818,1218.0,361.155,5131.0,0.887,0.893,0,Cluster 0,0.9815536015911512,1,False,Normal
TOI-4747 b,TOI-4747,Transit,2026,5.21924158592,3.95803201,0.35311257,14.8,0.0467,1035.0,304.615,5595.08,1.01,0.988751,1,Cluster 1,1.1420532916767199,1,False,Normal
Kepler-891 b,Kepler-891,Transit,2016,53.44945593,6.41,0.5718619,33.6,0.106,486.0,2340.58,5887.0,1.06,1.07,0,Cluster 0,1.034193618782825,1,False,Normal
Kepler-1159 b,Kepler-1159,Transit,2016,22.70816791,2.37,0.21143724,6.21,0.0195,677.0,1213.71,6217.0,1.19,1.28,1,Cluster 1,0.9974868338219357,1,False,Normal
HATS-18 b,HATS-18,Transit,2016,0.83784,14.896761,1.329,629.144485,1.9795,2069.48,624.368,5600.0,1.037,1.02,0,Cluster 0,1.1301075806549092,1,False,Normal
GJ 676 A e,GJ 676 A,Radial Velocity,2012,35.47358,2.47,0.221,6.67439655,0.021,351.55,16.0272,3734.0,0.626,0.69,1,Cluster 1,1.0111772881123982,1,False,Normal
Kepler-48 c,Kepler-48,Transit,2012,9.67395,2.71,0.24177001,14.61,0.04596797,736.0,306.738,5194.0,0.88,0.89,1,Cluster 1,1.0742600546462655,1,False,Normal
Kepler-889 b,Kepler-889,Transit,2016,3.744439,1.09,0.09724329,1.32,0.00416,1328.0,598.313,5961.0,1.14,1.25,1,Cluster 1,1.0026591760458643,1,False,Normal
HR 2562 b,HR 2562,Imaging,2016,,12.44199,1.11,6992.224954,22.0,1255.0,34.0071,6597.0,1.3,1.334,0,Cluster 0,1.2759493645930315,1,False,Normal
Kepler-1804 b,Kepler-1804,Transit,2021,12.28849983,1.59615726,0.14239986,3.18,0.00999,913.0,434.456,5109.0,0.929,1.671,1,Cluster 1,1.6702894395488552,-1,True,Potential Outlier
Kepler-1188 b,Kepler-1188,Transit,2016,17.1369543,2.08,0.18556517,4.98,0.0157,775.0,1717.48,5913.0,1.04,1.06,1,Cluster 1,0.9627579027728181,1,False,Normal
HD 21411 b,HD 21411,Radial Velocity,2019,84.288,9.52,0.85,65.9,0.20734355,408.17,29.1328,5605.0,0.89,0.825605,0,Cluster 0,1.0015677027048633,1,False,Normal
Kepler-1281 b,Kepler-1281,Transit,2016,3.11602791,1.64,0.146311,3.33,0.0105,1123.0,1090.0,5353.0,0.87,0.83,1,Cluster 1,0.9858295911947389,1,False,Normal
Kepler-128 b,Kepler-128,Transit,2013,15.0,1.421,0.12677335,3.79,0.01192467,968.0,396.379,6072.0,1.184,1.659,1,Cluster 1,1.1658492722586598,1,False,Normal
Kepler-1693 b,Kepler-1693,Transit,2020,12.0999,1.28938413,0.11503115,2.21,0.00695,807.0,760.065,5432.34,0.95,0.878295,1,Cluster 1,1.0291409665642601,1,False,Normal
Kepler-104 b,Kepler-104,Transit,2014,11.427548,3.1,0.277,19.6,0.062,852.0,400.785,5711.0,0.818,1.349,1,Cluster 1,1.3117713317997972,1,False,Normal
Kepler-1849 b,Kepler-1849,Transit,2021,57.29290009,2.38685349,0.21294117,6.29,0.0198,355.0,631.884,4806.0,0.709,0.729,1,Cluster 1,0.9948193849152099,1,False,Normal
Kepler-1036 b,Kepler-1036,Transit,2016,122.8808058,3.01,0.26853421,9.32,0.0293,326.0,489.435,5533.0,0.95,0.89,1,Cluster 1,1.0174184363243541,1,False,Normal
Kepler-37 b,Kepler-37,Transit,2013,13.36702,0.3098,0.02763855,0.79,0.00248562,718.0,63.9207,5357.0,0.79,0.789,2,Cluster 2,1.592287355143807,-1,True,Potential Outlier
2MASS J22362452+4751425 b,2MASS J22362452+4751425,Imaging,2016,,12.3,1.1,3972.875,12.5,10.3,69.5737,4045.0,0.6,0.641152,0,Cluster 0,1.4150669311887003,1,False,Normal
Kepler-1191 b,Kepler-1191,Transit,2016,5.60014851,1.51,0.13471318,2.89,0.00909,952.0,955.536,5308.0,0.85,0.81,1,Cluster 1,0.9883496787087596,1,False,Normal
Kepler-511 c,Kepler-511,Transit,2021,26.62949944,4.20964327,0.37555986,16.5,0.0518,742.0,651.999,5866.0,0.958,1.417,1,Cluster 1,1.1477719298487714,1,False,Normal
XO-5 b,XO-5,Transit,2008,4.1877558,12.78,1.14,378.2,1.19,1230.0,276.211,5430.0,1.04,1.13,0,Cluster 0,1.0135835792090033,1,False,Normal
Kepler-1825 b,Kepler-1825,Transit,2021,1.025869966,1.42200732,0.12686321,2.61,0.00821,1520.0,430.254,5123.0,0.828,0.847,1,Cluster 1,1.0261225788628745,1,False,Normal
Kepler-1074 b,Kepler-1074,Transit,2016,5.94566534,1.25,0.11151753,2.1,0.0066,568.0,250.817,4002.0,0.6,0.57,1,Cluster 1,1.0200307706558245,1,False,Normal
TIC 183374187 b,TIC 183374187,Transit,2026,5.05907,14.03364384,1.252,177.98390792,0.56,1379.0,1208.75,5768.0,0.853,1.344,0,Cluster 0,1.2206797062174544,1,False,Normal
GJ 1061 d,GJ 1061,Radial Velocity,2020,13.066,1.16,0.104,1.67,0.00525441,242.03,3.67278,2953.0,0.12,0.156,1,Cluster 1,1.092383981862162,1,False,Normal
Kepler-1987 d,Kepler-1987,Transit,2023,5.644914154,2.66,0.23730971,7.56,0.0238,744.0,595.683,4769.0,0.799,0.714,1,Cluster 1,1.0267147664723846,1,False,Normal
Kepler-245 b,Kepler-245,Transit,2014,7.49019,2.57,0.229,146.78,0.46182153,753.0,861.527,5100.0,0.856,0.795,1,Cluster 1,1.0351864546071523,1,False,Normal
Kepler-131 c,Kepler-131,Transit,2014,25.5169,0.84,0.075,8.25,0.026,615.0,228.678,5685.0,1.02,1.03,2,Cluster 2,1.219250189753131,1,False,Normal
Kepler-144 c,Kepler-144,Transit,2014,10.104665,1.35,0.12,2.39,0.00752,1046.0,384.917,6075.0,1.154,1.235,1,Cluster 1,1.0288608504067098,1,False,Normal
HD 93385 c,HD 93385,Radial Velocity,2021,13.18,2.56,0.229,7.1,0.0223391,937.43,43.3475,5977.0,1.04,1.18484,1,Cluster 1,0.9996072974180485,1,False,Normal
Kepler-431 c,Kepler-431,Transit,2015,8.703,0.668,0.06,0.229,0.00072,951.0,486.546,6004.0,1.071,1.092,1,Cluster 1,1.0808094430420874,1,False,Normal
HD 106270 b,HD 106270,Radial Velocity,2011,1888.0,12.4,1.11,3623.2438398,11.4,237.07,93.808,5509.0,1.39,2.66,0,Cluster 0,1.2794202310639444,1,False,Normal
TOI-5720 b,TOI-5720,Transit,2024,1.4344555,1.09,0.09724345,4.3,0.01352931,708.0,35.8256,3325.0,0.383,0.383,1,Cluster 1,1.0140129962136664,1,False,Normal
Kepler-203 d,Kepler-203,Transit,2014,11.32972,1.44,0.128,33.9,0.107,855.0,703.302,5821.0,1.06,1.114,2,Cluster 2,1.2127795972085822,1,False,Normal
Kepler-230 c,Kepler-230,Transit,2014,91.773242,2.04,0.182,4.82,0.0152,359.0,740.754,5588.0,0.784,0.817,1,Cluster 1,1.256607747215667,1,False,Normal
Kepler-1091 b,Kepler-1091,Transit,2016,1.434741564,1.46,0.13025248,2.73,0.00859,1664.0,914.299,5851.0,1.01,1.03,1,Cluster 1,0.9788430519053583,1,False,Normal
Kepler-1129 b,Kepler-1129,Transit,2016,24.3397804,2.96,0.26407351,9.06,0.0285,737.0,1183.88,5831.0,1.0,1.0,1,Cluster 1,1.013570667242211,1,False,Normal
Kepler-472 b,Kepler-472,Transit,2016,4.176255514,3.22,0.28726916,10.5,0.0329,876.0,306.602,4996.0,0.85,0.78,1,Cluster 1,1.1066537276306363,1,False,Normal
